ServiceID,CarID,ServiceDate,ServiceType,Cost
593,811,2021-05-14,Tire Rotation,1289.0
594,282,2022-06-21,Brake Inspection,1117.0
595,873,2022-04-19,Oil Change,257.0
596,125,2024-01-27,Oil Change,1329.0
597,531,2022-02-18,Brake Inspection,875.0
598,699,2022-09-08,Oil Change,536.0
599,1924,2021-11-30,Tire Rotation,390.0
600,10,2022-04-18,Tire Rotation,1000.0
601,1534,2021-08-04,Engine Tune-up,1258.0
602,656,2021-12-26,Tire Rotation,1174.0
603,1871,2022-12-19,Oil Change,495.0
604,606,2021-10-17,Tire Rotation,305.0
605,85,2021-06-10,Oil Change,286.0
606,1885,2022-07-13,Brake Inspection,1384.0
607,1449,2023-09-12,Engine Tune-up,832.0
608,1656,2021-05-02,Brake Inspection,616.0
609,285,2022-10-10,Oil Change,337.0
610,800,2022-01-29,Brake Inspection,911.0
611,1367,2023-01-08,Oil Change,1064.0
612,1837,2022-05-23,Engine Tune-up,1101.0
613,198,2022-04-13,Engine Tune-up,262.0
614,1975,2022-04-22,Brake Inspection,1360.0
615,1502,2023-09-20,Oil Change,236.0
616,412,2023-02-13,Engine Tune-up,1387.0
617,626,2022-08-12,Brake Inspection,984.0
618,1161,2023-07-22,Tire Rotation,1063.0
619,1594,2022-04-13,Engine Tune-up,1464.0
620,1946,2022-12-27,Oil Change,1252.0
621,48,2023-01-17,Oil Change,585.0
622,1924,2024-01-23,Engine Tune-up,1410.0
623,1562,2023-02-04,Oil Change,235.0
624,1226,2021-04-13,Engine Tune-up,1145.0
625,1105,2022-02-10,Engine Tune-up,641.0
626,352,2022-06-24,Oil Change,953.0
627,1947,2021-03-18,Brake Inspection,1248.0
628,826,2023-10-26,Engine Tune-up,181.0
629,200,2023-12-14,Tire Rotation,979.0
630,348,2022-12-25,Brake Inspection,555.0
631,175,2023-05-25,Tire Rotation,500.0
632,1994,2023-01-04,Oil Change,1476.0
633,958,2021-02-22,Tire Rotation,366.0
634,477,2021-10-31,Engine Tune-up,123.0
635,311,2022-05-18,Brake Inspection,181.0
636,1357,2024-01-20,Tire Rotation,206.0
637,1534,2022-02-16,Brake Inspection,1433.0
638,2,2023-09-09,Tire Rotation,383.0
639,1038,2023-08-14,Brake Inspection,1422.0
640,700,2023-11-23,Tire Rotation,1009.0
641,139,2023-10-11,Brake Inspection,243.0
642,1728,2022-04-29,Engine Tune-up,130.0
643,578,2021-10-14,Oil Change,1365.0
644,970,2021-08-25,Brake Inspection,632.0
645,1148,2024-01-09,Engine Tune-up,354.0
646,877,2022-07-11,Tire Rotation,769.0
647,454,2023-08-03,Tire Rotation,335.0
648,867,2023-12-06,Tire Rotation,297.0
649,1927,2023-08-19,Brake Inspection,128.0
650,576,2023-11-05,Brake Inspection,1339.0
651,1022,2022-08-11,Brake Inspection,1049.0
652,1822,2023-11-09,Engine Tune-up,1299.0
653,849,2021-10-20,Oil Change,321.0
654,837,2023-08-31,Brake Inspection,93.0
655,1144,2022-05-14,Engine Tune-up,1042.0
656,1926,2023-08-30,Tire Rotation,906.0
657,390,2021-07-17,Tire Rotation,168.0
658,1571,2021-11-27,Oil Change,413.0
659,631,2023-02-20,Oil Change,615.0
660,554,2023-05-02,Tire Rotation,505.0
661,1101,2022-12-28,Brake Inspection,565.0
662,1917,2022-01-15,Brake Inspection,764.0
663,900,2021-08-28,Oil Change,563.0
664,721,2022-09-21,Brake Inspection,731.0
665,1063,2022-08-08,Brake Inspection,870.0
666,198,2023-11-03,Engine Tune-up,731.0
667,946,2021-07-14,Tire Rotation,1333.0
668,484,2022-11-14,Engine Tune-up,1074.0
669,1418,2023-12-18,Brake Inspection,929.0
670,1770,2023-12-20,Brake Inspection,574.0
671,1375,2021-12-12,Tire Rotation,1350.0
672,872,2021-04-21,Tire Rotation,525.0
673,1878,2022-09-07,Tire Rotation,1257.0
674,803,2022-09-17,Tire Rotation,541.0
675,1349,2023-11-08,Engine Tune-up,1239.0
676,89,2022-05-05,Tire Rotation,1258.0
677,97,2023-10-18,Tire Rotation,419.0
678,409,2021-06-30,Tire Rotation,1173.0
679,1708,2023-05-28,Engine Tune-up,445.0
680,1945,2023-03-13,Brake Inspection,1141.0
681,713,2022-10-19,Tire Rotation,247.0
682,1050,2023-03-26,Oil Change,1189.0
683,1675,2022-07-22,Brake Inspection,1464.0
684,629,2023-02-19,Tire Rotation,796.0
685,424,2021-11-15,Tire Rotation,585.0
686,111,2022-08-13,Engine Tune-up,610.0
687,1246,2022-01-16,Engine Tune-up,142.0
688,263,2023-09-21,Tire Rotation,705.0
689,1135,2021-09-14,Brake Inspection,1185.0
690,320,2021-06-05,Tire Rotation,265.0
691,494,2022-10-23,Engine Tune-up,248.0
692,492,2023-06-09,Engine Tune-up,361.0
693,1036,2022-06-18,Brake Inspection,105.0
694,1522,2021-12-26,Brake Inspection,1262.0
695,62,2021-03-26,Engine Tune-up,740.0
696,1857,2024-01-25,Tire Rotation,429.0
697,252,2021-04-03,Tire Rotation,1381.0
698,366,2023-03-04,Engine Tune-up,103.0
699,766,2022-10-06,Brake Inspection,128.0
700,1545,2023-07-08,Brake Inspection,1398.0
701,783,2022-07-27,Brake Inspection,975.0
702,429,2022-08-07,Oil Change,1319.0
703,1031,2023-03-12,Tire Rotation,750.0
704,1143,2023-08-17,Brake Inspection,750.0
705,653,2021-09-01,Brake Inspection,1286.0
706,1989,2022-09-04,Tire Rotation,196.0
707,815,2022-04-26,Tire Rotation,1039.0
708,1167,2023-06-30,Engine Tune-up,1450.0
709,662,2021-10-12,Oil Change,1175.0
710,658,2023-05-17,Brake Inspection,511.0
711,1928,2023-03-21,Tire Rotation,650.0
712,1186,2021-11-27,Engine Tune-up,1326.0
713,619,2023-03-13,Engine Tune-up,1215.0
714,1631,2023-01-24,Tire Rotation,941.0
715,1413,2023-11-10,Oil Change,495.0
716,343,2022-10-21,Engine Tune-up,542.0
717,361,2022-05-01,Brake Inspection,1264.0
718,122,2023-07-22,Engine Tune-up,83.0
719,833,2023-01-09,Brake Inspection,1323.0
720,97,2022-08-17,Engine Tune-up,1244.0
721,38,2022-05-02,Oil Change,708.0
722,273,2022-09-01,Tire Rotation,648.0
723,483,2023-11-30,Engine Tune-up,245.0
724,1538,2021-05-24,Oil Change,594.0
725,651,2021-04-17,Engine Tune-up,728.0
726,1010,2022-12-15,Oil Change,1421.0
727,556,2023-12-16,Engine Tune-up,128.0
728,1808,2022-12-07,Brake Inspection,804.0
729,1952,2022-06-14,Oil Change,1469.0
730,1518,2021-02-11,Engine Tune-up,1149.0
731,387,2021-06-03,Tire Rotation,622.0
732,1344,2023-12-30,Brake Inspection,1286.0
733,1359,2023-11-01,Oil Change,1065.0
734,1949,2023-10-03,Engine Tune-up,1297.0
735,1997,2021-05-03,Engine Tune-up,1122.0
736,680,2023-04-20,Tire Rotation,539.0
737,1320,2022-08-12,Tire Rotation,1479.0
738,852,2024-02-06,Oil Change,1079.0
739,273,2022-08-31,Engine Tune-up,648.0
740,1957,2021-12-10,Engine Tune-up,75.0
741,258,2021-11-24,Tire Rotation,1083.0
742,311,2021-05-03,Engine Tune-up,223.0
743,1968,2023-12-12,Oil Change,987.0
744,1561,2022-07-20,Tire Rotation,1248.0
745,1431,2024-01-09,Engine Tune-up,1265.0
746,1185,2022-08-23,Brake Inspection,1029.0
747,517,2021-06-28,Brake Inspection,1000.0
748,1980,2021-10-07,Brake Inspection,1163.0
749,87,2022-01-05,Oil Change,257.0
750,861,2022-03-11,Oil Change,175.0
751,1147,2023-11-29,Tire Rotation,997.0
752,704,2022-05-14,Engine Tune-up,1106.0
753,728,2024-02-11,Tire Rotation,1075.0
754,1448,2021-04-07,Oil Change,220.0
755,1041,2022-11-27,Engine Tune-up,954.0
756,767,2023-05-27,Oil Change,1077.0
757,1870,2021-02-25,Brake Inspection,1478.0
758,520,2021-03-05,Engine Tune-up,814.0
759,1503,2023-12-09,Tire Rotation,777.0
760,320,2021-12-15,Brake Inspection,104.0
761,914,2023-01-05,Oil Change,708.0
762,1200,2022-10-30,Engine Tune-up,53.0
763,872,2022-07-29,Engine Tune-up,632.0
764,713,2022-11-05,Brake Inspection,1050.0
765,1411,2021-10-19,Brake Inspection,1460.0
766,87,2022-04-04,Brake Inspection,1020.0
767,988,2023-03-10,Brake Inspection,1328.0
768,283,2024-01-05,Brake Inspection,1115.0
769,609,2022-08-22,Brake Inspection,1447.0
770,497,2021-12-15,Brake Inspection,1308.0
771,1041,2022-04-14,Oil Change,1465.0
772,1106,2021-11-10,Engine Tune-up,640.0
773,182,2022-05-11,Brake Inspection,994.0
774,1853,2022-12-18,Oil Change,781.0
775,648,2021-03-19,Tire Rotation,664.0
776,706,2021-11-21,Tire Rotation,699.0
777,1797,2021-11-13,Tire Rotation,502.0
778,653,2022-06-10,Brake Inspection,928.0
779,1899,2022-10-31,Tire Rotation,175.0
780,1997,2024-01-04,Tire Rotation,1465.0
781,1975,2021-12-11,Engine Tune-up,1403.0
782,719,2021-03-27,Brake Inspection,1210.0
783,1060,2023-04-26,Tire Rotation,962.0
784,1266,2022-06-22,Tire Rotation,326.0
785,1305,2021-07-28,Tire Rotation,1060.0
786,979,2023-12-15,Engine Tune-up,635.0
787,388,2022-07-26,Oil Change,174.0
788,1977,2022-04-22,Tire Rotation,563.0
789,1133,2021-11-21,Oil Change,223.0
790,1435,2023-02-11,Engine Tune-up,1367.0
791,1484,2021-06-28,Engine Tune-up,869.0
792,761,2024-01-11,Engine Tune-up,1356.0
793,630,2023-06-06,Brake Inspection,1431.0
794,6,2023-03-09,Engine Tune-up,688.0
795,136,2021-08-09,Oil Change,199.0
796,1727,2024-01-08,Engine Tune-up,1170.0
797,72,2023-08-26,Brake Inspection,354.0
798,1741,2022-04-09,Tire Rotation,96.0
799,1955,2022-04-12,Oil Change,652.0
800,355,2023-12-23,Brake Inspection,922.0
801,717,2021-09-08,Tire Rotation,81.0
802,1300,2023-01-01,Tire Rotation,697.0
803,93,2022-01-16,Tire Rotation,1464.0
804,1561,2022-04-24,Tire Rotation,280.0
805,45,2022-10-17,Oil Change,1099.0
806,749,2022-07-18,Tire Rotation,523.0
807,735,2022-10-01,Tire Rotation,874.0
808,1672,2021-04-02,Engine Tune-up,1308.0
809,652,2021-08-23,Tire Rotation,709.0
810,1617,2022-02-28,Oil Change,518.0
811,1838,2023-12-01,Tire Rotation,235.0
812,1143,2023-04-28,Tire Rotation,132.0
813,405,2023-06-25,Brake Inspection,178.0
814,155,2023-04-06,Brake Inspection,1414.0
815,1534,2022-10-31,Tire Rotation,1462.0
816,1933,2022-01-30,Engine Tune-up,159.0
817,501,2022-11-28,Engine Tune-up,675.0
818,1441,2022-05-12,Tire Rotation,367.0
819,1732,2021-08-04,Tire Rotation,422.0
820,1213,2023-11-17,Engine Tune-up,717.0
821,344,2021-12-27,Tire Rotation,681.0
822,1054,2023-04-11,Tire Rotation,976.0
823,1426,2022-04-29,Brake Inspection,144.0
824,104,2023-07-08,Engine Tune-up,1020.0
825,623,2022-12-15,Engine Tune-up,1074.0
826,496,2023-12-28,Brake Inspection,1056.0
827,1548,2022-12-27,Tire Rotation,260.0
828,1059,2022-11-01,Engine Tune-up,744.0
829,1195,2023-09-11,Brake Inspection,1408.0
830,685,2022-07-13,Tire Rotation,843.0
831,558,2021-09-10,Brake Inspection,594.0
832,1956,2023-11-15,Engine Tune-up,1461.0
833,1181,2022-12-26,Brake Inspection,552.0
834,858,2023-06-11,Brake Inspection,196.0
835,1375,2023-08-11,Oil Change,193.0
836,1964,2022-06-23,Tire Rotation,593.0
837,564,2021-12-10,Oil Change,1170.0
838,835,2023-04-21,Tire Rotation,102.0
839,14,2022-01-20,Engine Tune-up,651.0
840,141,2023-09-26,Engine Tune-up,940.0
841,1666,2022-08-17,Tire Rotation,129.0
842,190,2022-08-12,Oil Change,1264.0
843,211,2023-04-05,Brake Inspection,269.0
844,359,2022-03-26,Engine Tune-up,1083.0
845,1700,2023-01-19,Brake Inspection,195.0
846,1203,2024-02-11,Engine Tune-up,1165.0
847,1796,2021-12-27,Engine Tune-up,752.0
848,808,2021-05-10,Oil Change,1178.0
849,437,2023-12-14,Brake Inspection,383.0
850,172,2021-05-19,Tire Rotation,149.0
851,1162,2021-06-22,Oil Change,1356.0
852,1399,2024-01-09,Oil Change,1230.0
853,403,2022-04-25,Engine Tune-up,1496.0
854,488,2021-06-27,Tire Rotation,1211.0
855,868,2022-02-03,Tire Rotation,1226.0
856,1493,2021-11-14,Tire Rotation,965.0
857,1616,2022-05-31,Brake Inspection,748.0
858,316,2023-01-26,Brake Inspection,483.0
859,1727,2023-05-18,Brake Inspection,665.0
860,676,2023-01-11,Engine Tune-up,1390.0
861,27,2023-03-11,Engine Tune-up,642.0
862,204,2021-08-16,Engine Tune-up,245.0
863,225,2023-01-10,Brake Inspection,232.0
864,1529,2023-07-24,Brake Inspection,984.0
865,1389,2023-02-13,Tire Rotation,287.0
866,258,2022-11-25,Engine Tune-up,805.0
867,588,2022-09-04,Tire Rotation,988.0
868,1077,2022-06-02,Engine Tune-up,434.0
869,1766,2021-11-28,Tire Rotation,1102.0
870,676,2023-02-03,Oil Change,573.0
871,576,2024-01-14,Oil Change,157.0
872,1674,2022-03-17,Engine Tune-up,267.0
873,317,2023-01-21,Oil Change,152.0
874,1009,2021-10-24,Brake Inspection,1352.0
875,565,2022-06-28,Tire Rotation,1297.0
876,665,2022-11-21,Oil Change,1313.0
877,942,2022-08-11,Engine Tune-up,184.0
878,1955,2021-12-30,Tire Rotation,684.0
879,1418,2022-03-26,Brake Inspection,88.0
880,1509,2023-03-09,Tire Rotation,650.0
881,449,2023-01-22,Engine Tune-up,1344.0
882,1422,2021-12-07,Oil Change,770.0
883,962,2022-11-12,Brake Inspection,1253.0
884,935,2022-04-01,Oil Change,1301.0
885,531,2021-07-21,Engine Tune-up,1017.0
886,1541,2021-08-11,Engine Tune-up,649.0
887,1121,2022-01-19,Brake Inspection,597.0
888,838,2022-09-17,Brake Inspection,368.0
889,1230,2022-05-27,Brake Inspection,265.0
890,1196,2022-05-11,Brake Inspection,1331.0
891,1689,2021-07-10,Brake Inspection,939.0
892,495,2021-04-12,Tire Rotation,324.0
893,1571,2022-11-19,Oil Change,569.0
894,1318,2022-04-22,Brake Inspection,394.0
895,330,2022-03-08,Tire Rotation,351.0
896,1535,2022-10-22,Brake Inspection,354.0
897,153,2023-09-13,Tire Rotation,60.0
898,573,2022-04-06,Engine Tune-up,352.0
899,1150,2023-05-20,Brake Inspection,450.0
900,536,2022-09-14,Tire Rotation,661.0
901,381,2023-02-17,Engine Tune-up,752.0
902,1808,2021-06-04,Tire Rotation,190.0
903,154,2021-12-14,Engine Tune-up,1374.0
904,530,2023-11-13,Engine Tune-up,230.0
905,1269,2022-09-07,Oil Change,97.0
906,165,2021-06-16,Brake Inspection,332.0
907,1765,2021-08-01,Tire Rotation,832.0
908,83,2022-04-20,Tire Rotation,963.0
909,1826,2022-04-10,Brake Inspection,1355.0
910,1150,2022-07-03,Oil Change,721.0
911,502,2022-12-15,Oil Change,863.0
912,1664,2021-12-07,Engine Tune-up,795.0
913,796,2021-09-09,Tire Rotation,940.0
914,1878,2023-07-08,Tire Rotation,721.0
915,690,2021-10-31,Engine Tune-up,899.0
916,1860,2022-04-08,Engine Tune-up,1485.0
917,1960,2021-08-12,Engine Tune-up,1191.0
918,1874,2023-06-10,Oil Change,760.0
919,419,2022-10-30,Oil Change,1151.0
920,417,2023-02-13,Tire Rotation,1113.0
921,2000,2024-01-20,Brake Inspection,1284.0
922,1271,2024-02-04,Oil Change,775.0
923,576,2021-06-26,Tire Rotation,648.0
924,556,2022-02-17,Tire Rotation,1274.0
925,464,2023-03-23,Tire Rotation,1371.0
926,370,2023-11-16,Engine Tune-up,370.0
927,1524,2021-08-16,Oil Change,56.0
928,1440,2023-06-10,Oil Change,894.0
929,49,2023-12-03,Engine Tune-up,1344.0
930,1030,2022-05-22,Brake Inspection,437.0
931,652,2023-12-08,Brake Inspection,1236.0
932,215,2023-08-10,Brake Inspection,202.0
933,255,2022-02-18,Tire Rotation,554.0
934,764,2021-05-02,Brake Inspection,559.0
935,1627,2021-12-26,Brake Inspection,312.0
936,1026,2024-01-24,Oil Change,1476.0
937,1846,2022-11-05,Oil Change,690.0
938,482,2023-12-28,Tire Rotation,827.0
939,1859,2021-05-07,Engine Tune-up,381.0
940,132,2023-05-07,Engine Tune-up,433.0
941,810,2022-10-22,Brake Inspection,71.0
942,625,2023-11-21,Engine Tune-up,1355.0
943,800,2021-04-18,Tire Rotation,782.0
944,1545,2023-11-15,Engine Tune-up,1448.0
945,631,2022-03-20,Tire Rotation,1179.0
946,116,2021-08-07,Engine Tune-up,1063.0
947,110,2023-12-17,Engine Tune-up,432.0
948,1026,2021-03-18,Brake Inspection,713.0
949,260,2023-12-27,Brake Inspection,606.0
950,560,2023-04-09,Oil Change,952.0
951,1157,2023-01-11,Oil Change,353.0
952,1311,2023-05-12,Tire Rotation,1115.0
953,1425,2022-09-20,Brake Inspection,1287.0
954,1494,2022-09-05,Brake Inspection,411.0
955,1402,2023-12-15,Brake Inspection,1154.0
956,1545,2023-03-04,Engine Tune-up,817.0
957,1405,2023-02-22,Engine Tune-up,999.0
958,1332,2021-03-13,Brake Inspection,770.0
959,1756,2022-12-22,Engine Tune-up,537.0
960,689,2023-09-01,Engine Tune-up,1025.0
961,1251,2021-06-17,Tire Rotation,1070.0
962,266,2023-11-06,Brake Inspection,874.0
963,1458,2023-08-12,Engine Tune-up,461.0
964,1004,2022-06-29,Tire Rotation,1332.0
965,179,2022-07-30,Oil Change,408.0
966,1000,2022-01-24,Oil Change,1052.0
967,1909,2021-02-21,Tire Rotation,1336.0
968,1404,2022-09-04,Engine Tune-up,312.0
969,855,2022-08-07,Oil Change,267.0
970,467,2023-05-21,Tire Rotation,419.0
971,517,2024-01-01,Brake Inspection,476.0
972,1752,2023-10-01,Oil Change,741.0
973,1455,2023-01-28,Brake Inspection,651.0
974,1381,2023-10-12,Brake Inspection,621.0
975,185,2023-02-25,Engine Tune-up,1387.0
976,1260,2023-05-18,Brake Inspection,804.0
977,1039,2022-12-27,Brake Inspection,622.0
978,1913,2021-09-12,Engine Tune-up,1427.0
979,406,2022-12-31,Engine Tune-up,538.0
980,891,2023-04-12,Tire Rotation,829.0
981,526,2023-12-23,Tire Rotation,1117.0
982,945,2022-03-21,Brake Inspection,91.0
983,1228,2023-09-27,Oil Change,1048.0
984,884,2022-01-19,Engine Tune-up,447.0
985,1561,2022-09-03,Brake Inspection,1229.0
986,1489,2022-08-14,Oil Change,1379.0
987,1549,2022-10-06,Brake Inspection,299.0
988,889,2023-08-03,Engine Tune-up,194.0
989,9,2021-11-22,Oil Change,1495.0
990,393,2021-11-20,Brake Inspection,1243.0
991,426,2023-07-25,Engine Tune-up,1316.0
992,1668,2021-12-01,Oil Change,902.0
993,722,2024-01-10,Engine Tune-up,1125.0
994,1578,2023-03-26,Tire Rotation,233.0
995,889,2021-07-17,Oil Change,297.0
996,1149,2023-09-12,Tire Rotation,862.0
997,654,2021-11-18,Oil Change,1033.0
998,1488,2022-10-11,Oil Change,853.0
999,114,2021-06-10,Brake Inspection,649.0
1000,1801,2023-02-15,Tire Rotation,1310.0
1001,1949,2022-07-13,Oil Change,752.0
1002,86,2023-04-20,Engine Tune-up,928.0
1003,819,2023-06-23,Tire Rotation,863.0
1004,1565,2021-03-03,Oil Change,160.0
1005,1860,2021-09-30,Brake Inspection,1107.0
1006,1675,2021-09-08,Engine Tune-up,893.0
1007,1630,2021-06-04,Engine Tune-up,578.0
1008,1571,2021-05-11,Oil Change,866.0
1009,976,2021-08-29,Brake Inspection,932.0
1010,1711,2023-01-09,Brake Inspection,273.0
1011,1193,2022-01-13,Tire Rotation,896.0
1012,794,2023-03-25,Tire Rotation,712.0
1013,24,2023-10-18,Oil Change,1394.0
1014,1036,2024-02-01,Engine Tune-up,1136.0
1015,551,2023-10-13,Engine Tune-up,477.0
1016,1836,2021-04-06,Oil Change,1391.0
1017,689,2022-07-11,Engine Tune-up,623.0
1018,1402,2022-05-16,Brake Inspection,874.0
1019,1920,2023-03-01,Brake Inspection,870.0
1020,423,2022-10-13,Engine Tune-up,56.0
1021,1302,2023-03-23,Oil Change,59.0
1022,539,2023-01-27,Tire Rotation,1433.0
1023,533,2023-01-01,Tire Rotation,1399.0
1024,1454,2023-01-17,Oil Change,1014.0
1025,1383,2021-02-17,Engine Tune-up,52.0
1026,1680,2021-07-10,Brake Inspection,1177.0
1027,1411,2023-06-02,Oil Change,638.0
1028,118,2024-02-05,Oil Change,533.0
1029,1654,2024-02-10,Oil Change,1083.0
1030,281,2022-10-10,Oil Change,1493.0
1031,1585,2021-09-29,Engine Tune-up,1273.0
1032,631,2023-10-28,Brake Inspection,1022.0
1033,1159,2022-10-25,Oil Change,594.0
1034,1158,2022-10-08,Oil Change,246.0
1035,623,2022-09-28,Brake Inspection,1284.0
1036,1603,2021-04-25,Brake Inspection,1494.0
1037,1969,2023-04-16,Brake Inspection,669.0
1038,1644,2022-03-09,Oil Change,417.0
1039,1101,2024-01-08,Brake Inspection,831.0
1040,1286,2023-02-17,Brake Inspection,610.0
1041,233,2022-04-02,Oil Change,847.0
1042,267,2023-07-02,Oil Change,405.0
1043,828,2021-07-15,Oil Change,783.0
1044,1701,2021-05-21,Tire Rotation,426.0
1045,968,2021-05-12,Engine Tune-up,343.0
1046,1213,2021-07-08,Oil Change,1368.0
1047,791,2023-05-05,Brake Inspection,676.0
1048,238,2022-07-03,Brake Inspection,1093.0
1049,951,2021-12-23,Brake Inspection,1307.0
1050,168,2022-03-20,Oil Change,910.0
1051,495,2021-09-04,Tire Rotation,550.0
1052,924,2021-03-25,Oil Change,514.0
1053,722,2021-05-04,Engine Tune-up,917.0
1054,1033,2022-11-22,Brake Inspection,944.0
1055,461,2021-03-20,Oil Change,1439.0
1056,1553,2021-08-14,Engine Tune-up,773.0
1057,1987,2021-12-21,Brake Inspection,1013.0
1058,1883,2022-04-13,Tire Rotation,832.0
1059,611,2023-04-18,Brake Inspection,1191.0
1060,1761,2024-01-24,Oil Change,996.0
1061,1843,2021-09-02,Engine Tune-up,1427.0
1062,1901,2022-05-04,Engine Tune-up,580.0
1063,787,2024-02-03,Oil Change,1279.0
1064,812,2023-02-17,Engine Tune-up,1289.0
1065,13,2021-02-14,Oil Change,1089.0
1066,546,2022-07-28,Brake Inspection,515.0
1067,392,2023-08-02,Tire Rotation,970.0
1068,1876,2023-06-24,Engine Tune-up,729.0
1069,1038,2022-12-23,Brake Inspection,361.0
1070,712,2023-12-18,Oil Change,1316.0
1071,964,2022-02-27,Tire Rotation,537.0
1072,966,2022-11-20,Brake Inspection,1011.0
1073,1552,2024-01-16,Brake Inspection,1049.0
1074,1682,2023-10-02,Engine Tune-up,1379.0
1075,348,2021-07-01,Engine Tune-up,1127.0
1076,1721,2023-07-03,Tire Rotation,615.0
1077,832,2023-03-26,Brake Inspection,1349.0
1078,1080,2023-07-10,Oil Change,544.0
1079,1320,2022-03-02,Oil Change,206.0
1080,535,2022-07-30,Tire Rotation,1000.0
1081,1523,2022-07-09,Engine Tune-up,391.0
1082,183,2023-12-08,Tire Rotation,107.0
1083,1169,2022-11-01,Tire Rotation,1385.0
1084,876,2022-10-02,Brake Inspection,1153.0
1085,1379,2021-07-31,Brake Inspection,1272.0
1086,4,2023-09-16,Oil Change,567.0
1087,19,2023-09-22,Brake Inspection,387.0
1088,516,2023-03-05,Brake Inspection,1192.0
1089,1919,2022-04-24,Engine Tune-up,1171.0
1090,59,2024-01-27,Tire Rotation,877.0
1091,1260,2021-11-14,Brake Inspection,1003.0
1092,1086,2022-10-30,Oil Change,187.0
1093,558,2023-12-25,Tire Rotation,429.0
1094,1471,2022-11-08,Oil Change,597.0
1095,703,2022-01-23,Oil Change,1408.0
1096,1427,2021-11-30,Oil Change,782.0
1097,1266,2022-03-12,Oil Change,413.0
1098,129,2022-08-20,Engine Tune-up,721.0
1099,960,2023-11-19,Tire Rotation,841.0
1100,370,2023-10-15,Brake Inspection,1041.0
1101,1353,2022-02-10,Oil Change,481.0
1102,430,2021-09-24,Brake Inspection,1190.0
1103,1206,2021-06-02,Brake Inspection,754.0
1104,460,2021-02-28,Tire Rotation,811.0
1105,1586,2023-05-29,Brake Inspection,230.0
1106,1026,2022-08-31,Engine Tune-up,940.0
1107,1327,2022-12-03,Oil Change,106.0
1108,921,2023-09-21,Engine Tune-up,490.0
1109,1162,2023-01-08,Tire Rotation,251.0
1110,648,2021-07-10,Engine Tune-up,991.0
1111,100,2021-03-11,Engine Tune-up,940.0
1112,1430,2021-08-06,Brake Inspection,292.0
1113,642,2022-09-28,Engine Tune-up,347.0
1114,852,2023-08-13,Tire Rotation,145.0
1115,1069,2021-07-23,Engine Tune-up,374.0
1116,658,2023-12-03,Engine Tune-up,1334.0
1117,1056,2021-05-04,Engine Tune-up,841.0
1118,1090,2022-09-14,Engine Tune-up,296.0
1119,1113,2021-07-23,Engine Tune-up,278.0
1120,1870,2021-08-29,Tire Rotation,765.0
1121,1908,2023-02-07,Brake Inspection,1386.0
1122,1226,2021-06-16,Brake Inspection,355.0
